,Symbol,GeneID,Name,Species,# PPI ,Type
,Zfp329,67230,zinc finger protein 329,mouse,0,TF
,Zfp334,228876,zinc finger protein 334,mouse,0,TF
,Zfp335,329559,zinc finger protein 335,mouse,0,TF
,Zfp341,228807,zinc finger protein 341,mouse,0,TF
,Zfp346,26919,zinc finger protein 346,mouse,0,TF
,Zfp354a,21408,zinc finger protein 354A,mouse,1,TF
,Zfp354b,27274,zinc finger protein 354B,mouse,0,TF
,Zfp354c,30944,zinc finger protein 354C,mouse,0,TF
,Zfp358,140482,zinc finger protein 358,mouse,0,TF
,Zfp362,230761,zinc finger protein 362,mouse,0,TF
,Zfp365,216049,zinc finger protein 365,mouse,0,TF
,Zfp366,238803,zinc finger protein 366,mouse,0,TF
,Zfp367,238673,zinc finger protein 367,mouse,0,TF
,Zfp369,170936,zinc finger protein 369,mouse,0,TF
,Zfp36l1,12192,"zinc finger protein 36, C3H type-like 1",mouse,1,TF
,Zfp36l2,12193,"zinc finger protein 36, C3H type-like 2",mouse,0,TF
,Zfp37,22696,zinc finger protein 37,mouse,0,TF
,Zfp382,233060,zinc finger protein 382,mouse,0,TF
,Zfp383,73729,zinc finger protein 383,mouse,0,TF
,Zfp384,269800,zinc finger protein 384,mouse,0,TF
,Zfp385a,29813,zinc finger protein 385A,mouse,0,TF
,Zfp385b,241494,zinc finger protein 385B,mouse,0,TF
,Zfp385c,278304,zinc finger protein 385C,mouse,0,TF
,Zfp386,56220,zinc finger protein 386 (Kruppel-like),mouse,0,TF
,Zfp39,22698,zinc finger protein 39,mouse,0,TF
,Zfp395,380912,zinc finger protein 395,mouse,0,TF
,Zfp397,69256,zinc finger protein 397,mouse,0,TF
,Zfp398,272347,zinc finger protein 398,mouse,0,TF
,Zfp407,240476,zinc finger protein 407,mouse,0,TF
,Zfp408,381410,zinc finger protein 408,mouse,0,TF
,Zfp41,22701,zinc finger protein 41,mouse,0,TF
,Zfp410,52708,zinc finger protein 410,mouse,0,TF
,Zfp414,328801,zinc finger protein 414,mouse,0,TF
,Zfp418,232854,zinc finger protein 418,mouse,0,TF
,Zfp42,22702,zinc finger protein 42,mouse,5,TF
,Zfp420,233058,zinc finger protein 420,mouse,0,TF
,Zfp422,67255,zinc finger protein 422,mouse,0,TF
,Zfp423,94187,zinc finger protein 423,mouse,0,TF
,Zfp426,235028,zinc finger protein 426,mouse,0,TF
,Zfp428,232969,zinc finger protein 428,mouse,0,TF
,Zfp429,72807,zinc finger protein 429,mouse,0,TF
,Zfp438,240186,zinc finger protein 438,mouse,0,TF
,Zfp444,72667,zinc finger protein 444,mouse,0,TF
,Zfp445,235682,zinc finger protein 445,mouse,0,TF
,Zfp446,269870,zinc finger protein 446,mouse,1,TF
,Zfp449,78619,zinc finger protein 449,mouse,0,TF
,Zfp451,98403,zinc finger protein 451,mouse,0,TF
,Zfp454,237758,zinc finger protein 454,mouse,0,TF
,Zfp455,218311,zinc finger protein 455,mouse,0,TF
,Zfp456,408065,zinc finger protein 456,mouse,0,TF
,Zfp457,431706,zinc finger protein 457,mouse,0,TF
,Zfp458,238690,zinc finger protein 458,mouse,0,TF
,Zfp46,22704,zinc finger protein 46,mouse,0,TF
,Zfp462,242466,zinc finger protein 462,mouse,0,TF
,Zfp467,68910,zinc finger protein 467,mouse,1,TF
,Zfp473,243963,zinc finger protein 473,mouse,0,TF
,Zfp474,66758,zinc finger protein 474,mouse,0,TF
,Zfp488,382867,zinc finger protein 488,mouse,0,TF
,Zfp493,72958,zinc finger protein 493,mouse,0,TF
,Zfp503,218820,zinc finger protein 503,mouse,0,TF
,Zfp507,668501,zinc finger protein 507,mouse,0,TF
,Zfp51,22709,zinc finger protein 51,mouse,0,TF
,Zfp511,69752,zinc finger protein 511,mouse,0,TF
,Zfp512,269639,zinc finger protein 512,mouse,0,TF
,Zfp512b,269401,zinc finger protein 512B,mouse,0,TF
,Zfp513,101023,zinc finger protein 513,mouse,0,TF
,Zfp516,329003,zinc finger protein 516,mouse,2,TF
,Zfp518a,72672,zinc finger protein 518A,mouse,0,TF
,Zfp518b,100515,zinc finger protein 518B,mouse,0,TF
,Zfp521,225207,zinc finger protein 521,mouse,1,TF
,Zfp523,224656,zinc finger protein 523,mouse,0,TF
,Zfp524,66056,zinc finger protein 524,mouse,0,TF
,Zfp526,210172,zinc finger protein 526,mouse,0,TF
,Zfp53,24132,zinc finger protein 53,mouse,0,TF
,Zfp532,328977,zinc finger protein 532,mouse,0,TF
,Zfp536,243937,zinc finger protein 536,mouse,0,TF
,Zfp541,666528,zinc finger protein 541,mouse,0,TF
,Zfp551,619331,zinc fingr protein 551,mouse,0,TF
,Zfp553,233887,zinc finger protein 553,mouse,0,TF
,Zfp558,72230,zinc finger protein 558,mouse,0,TF
,Zfp560,434377,zinc finger protein 560,mouse,0,TF
,Zfp563,240068,zinc finger protein 563,mouse,0,TF
,Zfp566,72556,zinc finger protein 566,mouse,0,TF
,Zfp57,22715,zinc finger protein 57,mouse,0,TF
,Zfp574,232976,zinc finger protein 574,mouse,0,TF
,Zfp575,101544,zinc finger protein 575,mouse,0,TF
,Zfp579,68490,zinc finger protein 579,mouse,0,TF
,Zfp58,238693,zinc finger protein 58,mouse,0,TF
,Zfp580,68992,zinc finger protein 580,mouse,0,TF
,Zfp583,213011,zinc finger protein 583,mouse,0,TF
,Zfp59,22717,zinc finger protein 59,mouse,0,TF
,Zfp592,233410,zinc finger protein 592,mouse,0,TF
,Zfp593,68040,zinc finger protein 593,mouse,0,TF
,Zfp595,218314,zinc finger protein 595,mouse,0,TF
,Zfp597,71063,zinc finger protein 597,mouse,0,TF
,Zfp598,213753,zinc finger protein 598,mouse,0,TF
,Zfp60,22718,zinc finger protein 60,mouse,0,TF
,Zfp605,675812,zinc finger protein 605,mouse,0,TF
,Zfp606,67370,zinc finger protein 606,mouse,0,TF
,Zfp607,545938,zinc finger proten 607,mouse,0,TF
,Zfp608,269023,zinc finger protein 608,mouse,0,TF
,Zfp609,214812,zinc finger protein 609,mouse,0,TF
,Zfp612,234725,zinc finger protein 612,mouse,0,TF
,Zfp616,327963,zinc finger protein 616,mouse,0,TF
,Zfp618,72701,zinc finger protein 618,mouse,0,TF
,Zfp619,70227,zinc finger protein 619,mouse,0,TF
,Zfp62,22720,zinc finger protein 62,mouse,0,TF
,Zfp622,52521,zinc finger protein 622,mouse,0,TF
,Zfp623,78834,zinc finger protein 623,mouse,0,TF
,Zfp628,232816,zinc finger protein 628,mouse,0,TF
,Zfp629,320683,zinc finger protein 629,mouse,0,TF
,Zfp637,232337,zinc finger protein 637,mouse,0,TF
,Zfp639,67778,zinc finger protein 639,mouse,0,TF
,Zfp64,22722,zinc finger protein 64,mouse,1,TF
,Zfp641,239652,zinc finger protein 641,mouse,0,TF
,Zfp644,52397,zinc finger protein 644,mouse,0,TF
,Zfp646,233905,zinc finger protein 646,mouse,0,TF
,Zfp647,239546,zinc finger protein 647,mouse,0,TF
,Zfp648,100503355,zinc finger protein 648,mouse,0,TF
,Zfp65,235907,zinc finger protein 65,mouse,0,TF
,Zfp651,270210,zinc finger protein 651,mouse,0,TF
,Zfp652,268469,zinc finger protein 652,mouse,0,TF
,Zfp653,319601,zinc finger protein 653,mouse,0,TF
,Zfp654,72020,zinc finger protein 654,mouse,0,TF
,Zfp655,72611,zinc finger protein 655,mouse,0,TF
,Zfp658,210104,zinc finger protein 658,mouse,0,TF
,Zfp661,72180,zinc finger protein 661,mouse,0,TF
,Zfp664,269704,zinc finger protein 664,mouse,0,TF
,Zfp667,384763,zinc finger protein 667,mouse,0,TF
,Zfp668,244219,zinc finger protein 668,mouse,0,TF
,Zfp672,319475,zinc finger protein 672,mouse,0,TF
,Zfp677,210503,zinc finger protein 677,mouse,0,TF
,Zfp68,24135,zinc finger protein 68,mouse,0,TF
,Zfp687,78266,zinc finger protein 687,mouse,2,TF
,Zfp688,69234,zinc finger protein 688,mouse,0,TF
,Zfp689,71131,zinc finger protein 689,mouse,0,TF
,Zfp69,381549,zinc finger protein 69,mouse,0,TF
,Zfp691,195522,zinc finger protein 691,mouse,0,TF
,Zfp697,242109,zinc finger protein 697,mouse,0,TF
,Zfp7,223669,zinc finger protein 7,mouse,0,TF
,Zfp703,353310,zinc finger protein 703,mouse,0,TF
,Zfp704,170753,zinc finger protein 704,mouse,0,TF
,Zfp706,68036,zinc finger protein 706,mouse,0,TF
,Zfp707,69020,zinc finger protein 707,mouse,0,TF
,Zfp708,432769,zinc finger protein 708,mouse,0,TF
,Zfp709,236193,zinc finger protein 709,mouse,0,TF
,Zfp710,209225,zinc finger protein 710,mouse,0,TF
,Zfp711,245595,zinc finger protein 711,mouse,0,TF
,Zfp712,78251,zinc finger protein 712,mouse,0,TF
,Zfp715,69930,zinc finger protein 715,mouse,0,TF
,Zfp719,210105,zinc finger protein 719,mouse,0,TF
,Zfp72,238722,zinc finger protein 72,mouse,0,TF
,Zfp735,76390,zinc finger protein 735,mouse,0,TF
,Zfp738,408068,zinc finger protein 738,mouse,0,TF
,Zfp74,72723,zinc finger protein 74,mouse,0,TF
,Zfp740,68744,zinc finger protein 740,mouse,0,TF
,Zfp746,69228,zinc finger protein 746,mouse,1,TF
,Zfp747,269997,zinc finger protein 747,mouse,0,TF
,Zfp748,212276,zinc finger protein 748,mouse,0,TF
,Zfp750,319530,zinc finger protein 750,mouse,0,TF
,Zfp759,268670,zinc finger protein 759,mouse,0,TF
,Zfp764,233893,zinc finger protein 764,mouse,0,TF
,Zfp768,233890,zinc finger protein 768,mouse,0,TF
,Zfp770,228491,zinc finger protein 770,mouse,0,TF
,Zfp771,244216,zinc finger protein 771,mouse,0,TF
,Zfp773,76373,zinc finger protein 773,mouse,0,TF
,Zfp775,243372,zinc finger protein 775,mouse,0,TF
,Zfp777,72306,zinc finger protein 777,mouse,0,TF
,Zfp78,330463,zinc finger protein 78,mouse,0,TF
,Zfp780b,338354,zinc finger protein 780B,mouse,0,TF
,Zfp784,654801,zinc finger protein 784,mouse,0,TF
,Zfp786,330301,zinc finger protein 786,mouse,0,TF
,Zfp787,67109,zinc finger protein 787,mouse,0,TF
,Zfp788,67607,zinc finger protein 788,mouse,0,TF
,Zfp790,233056,zinc finger protein 790,mouse,0,TF
,Zfp791,244556,zinc finger protein 791,mouse,0,TF
,Zfp799,240064,zinc finger protein 799,mouse,0,TF
,Zfp800,627049,zinc finger protein 800,mouse,0,TF
,Zfp804a,241514,zinc finger protein 804A,mouse,0,TF
,Zfp804b,207618,zinc finger protein 804B,mouse,0,TF
,Zfp810,235050,zinc finger protein 810,mouse,0,TF
,Zfp819,74400,zinc finger protein 819,mouse,0,TF
,Zfp82,330502,zinc finger protein 82,mouse,1,TF
,Zfp821,75871,zinc finger protein 821,mouse,0,TF
,Zfp827,622675,zinc finger protein 827,mouse,0,TF
,Zfp830,66983,zinc finger protein 830,mouse,0,TF
,Zfp831,100043757,zinc finger protein 831,mouse,0,TF
,Zfp839,72805,zinc finger protein 839,mouse,0,TF
,Zfp84,74352,zinc finger protein 84,mouse,0,TF
,Zfp846,244721,zinc finger protein 846,mouse,0,TF
,Zfp853,330230,zinc finger protein 853,mouse,0,TF
,Zfp867,237775,zinc finger protein 867,mouse,0,TF
,Zfp87,170763,zinc finger protein 87,mouse,0,TF
,Zfp872,619310,zinc finger protein 872,mouse,0,TF
,Zfp874a,238692,zinc finger protein 874a,mouse,0,TF
,Zfp874b,408067,zinc finger protein 874b,mouse,0,TF
,Zfp879,214779,zinc finger protein 879,mouse,0,TF
,Zfp9,22750,zinc finger protein 9,mouse,0,TF
,Zfp90,22751,zinc finger protein 90,mouse,0,TF
,Zfp91,109910,zinc finger protein 91,mouse,1,TF
,Zfp92,22754,zinc finger protein 92,mouse,0,TF
,Zfp93,22755,zinc finger protein 93,mouse,0,TF
,Zfp94,22756,zinc finger protein 94,mouse,0,TF
,Zfp940,233057,zinc finger protein 940,mouse,0,TF
,Zfp941,407812,zinc finger protein 941,mouse,0,TF
,Zfp945,240041,zinc finger protein 945,mouse,0,TF
,Zfp953,629016,zinc finger protein 953,mouse,0,TF
,Zfp957,105590,zinc finger protein 957,mouse,0,TF
,Zfp958,233987,zinc finger protein 958,mouse,0,TF
,Zfp960,449000,zinc finger protein 960,mouse,0,TF
,Zfp961,234413,zinc finger protein 961,mouse,0,TF
,Zfpm1,22761,"zinc finger protein, multitype 1",mouse,4,TF
,Zfpm2,22762,"zinc finger protein, multitype 2",mouse,0,TF
,Zfx,22764,zinc finger protein X-linked,mouse,0,TF
,Zfy1,22767,"zinc finger protein 1, Y-linked",mouse,0,TF
,Zfy2,22768,"zinc finger protein 2, Y-linked",mouse,0,TF
,Zfyve26,211978,"zinc finger, FYVE domain containing 26",mouse,0,TF
,Zglp1,100009600,"zinc finger, GATA-like protein 1",mouse,0,TF
,Zgpat,229007,"zinc finger, CCCH-type with G patch domain",mouse,0,TF
,Zhx1,22770,zinc fingers and homeoboxes 1,mouse,0,TF
,Zhx2,387609,zinc fingers and homeoboxes 2,mouse,0,TF
,Zhx3,320799,zinc fingers and homeoboxes 3,mouse,0,TF
,Zic1,22771,zinc finger protein of the cerebellum 1,mouse,0,TF
,Zic2,22772,zinc finger protein of the cerebellum 2,mouse,1,TF
,Zic3,22773,zinc finger protein of the cerebellum 3,mouse,0,TF
,Zic4,22774,zinc finger protein of the cerebellum 4,mouse,0,TF
,Zic5,65100,zinc finger protein of the cerebellum 5,mouse,0,TF
,Zik1,22775,zinc finger protein interacting with K protein 1,mouse,0,TF
,Zim1,22776,"zinc finger, imprinted 1",mouse,0,TF
,Zkscan1,74570,zinc finger with KRAB and SCAN domains 1,mouse,0,TF
,Zkscan14,67235,zinc finger with KRAB and SCAN domains 14,mouse,0,TF
,Zkscan16,100041581,zinc finger with KRAB and SCAN domains 16,mouse,0,TF
,Zkscan17,268417,zinc finger with KRAB and SCAN domains 17,mouse,0,TF
,Zkscan2,210162,zinc finger with KRAB and SCAN domains 2,mouse,0,TF
,Zkscan3,72739,zinc finger with KRAB and SCAN domains 3,mouse,0,TF
,Zkscan4,544922,zinc finger with KRAB and SCAN domains 4,mouse,0,TF
,Zkscan5,22757,zinc finger with KRAB and SCAN domains 5,mouse,0,TF
,Zkscan6,52712,zinc finger with KRAB and SCAN domains 6,mouse,0,TF
,Zkscan7,382118,zinc finger with KRAB and SCAN domains 7,mouse,0,TF
,Zkscan8,93681,zinc finger with KRAB and SCAN domains 8,mouse,0,TF
,Zmat1,215693,"zinc finger, matrin type 1",mouse,0,TF
,Zmat2,66492,"zinc finger, matrin type 2",mouse,0,TF
,Zmat3,22401,zinc finger matrin type 3,mouse,0,TF
,Zmat4,320158,"zinc finger, matrin type 4",mouse,0,TF
,Zmat5,67178,"zinc finger, matrin type 5",mouse,0,TF
,Znf729,100044381,-,mouse,0,TF
,Znfx1,98999,"zinc finger, NFX1-type containing 1",mouse,0,TF
,Zscan10,332221,zinc finger and SCAN domain containing 10,mouse,0,TF
,Zscan12,22758,zinc finger and SCAN domain containing 12,mouse,0,TF
,Zscan18,232875,zinc finger and SCAN domain containing 18,mouse,0,TF
,Zscan2,22691,zinc finger and SCAN domain containing 2,mouse,0,TF
,Zscan20,269585,zinc finger and SCAN domains 20,mouse,0,TF
,Zscan21,22697,zinc finger and SCAN domain containing 21,mouse,0,TF
,Zscan22,232878,zinc finger and SCAN domain containing 22,mouse,0,TF
,Zscan25,666311,zinc finger and SCAN domain containing 25,mouse,0,TF
,Zscan26,432731,zinc finger and SCAN domain containing 26,mouse,1,TF
,Zscan29,99334,zinc finger SCAN domains 29,mouse,0,TF
,Zscan30,328918,zinc finger and SCAN domain containing 30,mouse,0,TF
,Zscan4a,434555,zinc finger and SCAN domain containing 4A,mouse,0,TF
,Zscan4b,665780,zinc finger and SCAN domain containing 4B,mouse,0,TF
,Zscan4c,245109,zinc finger and SCAN domain containing 4C,mouse,0,TF
,Zscan4d,545913,zinc finger and SCAN domain containing 4D,mouse,0,TF
,Zscan4e,665848,zinc finger and SCAN domain containing 4E,mouse,0,TF
,Zscan4f,665902,zinc finger and SCAN domain containing 4F,mouse,0,TF
,Zscan5b,170734,zinc finger and SCAN domain containing 5B,mouse,0,TF
,Zufsp,72580,zinc finger with UFM1-specific peptidase domain,mouse,0,TF
,Zxda,668171,"zinc finger, X-linked, duplicated A",mouse,0,TF
,Zxdb,668166,"zinc finger, X-linked, duplicated B",mouse,0,TF
,Zxdc,80292,ZXD family zinc finger C,mouse,0,TF
,Zzz3,108946,"zinc finger, ZZ domain containing 3",mouse,1,TF
